"RolloutID","stageMapRef"
"0b76c8b3-afc3-4206-91ce-df6a710a6acc","Microsoft.Azure.SDP.Standard/0.0.10"
"01ae06ef-23c6-4293-b84f-f32437fffc36","Microsoft.Azure.SDP.Standard/0.0.10"
"1c2cd762-e0d9-42a7-b8bd-fb4bd896cda9","Microsoft.Azure.SDP.Standard/0.0.10"
"80575d25-5d7b-452a-b7ab-8e2cce13b911","Microsoft.Azure.SDP.Standard/0.0.10"
"4e297374-f3c9-4b4a-b797-6a9ebcc0a338","Microsoft.Azure.SDP.Standard/0.0.10"
"75e23e24-ad8a-42ed-9b30-3f21607cc92a","Microsoft.Azure.SDP.Standard/0.0.10"
"c8ccdbb5-693c-47eb-a9e4-74fc094f40ed","Microsoft.Azure.SDP.Standard/0.0.10"
"37f98a1e-1aa1-4b48-a7e8-53596ebf5b6d","Microsoft.Azure.SDP.Standard/0.0.10"
"0481798f-ec9a-4fe6-835d-1ee5b5559b8e","Microsoft.Azure.SDP.Standard/0.0.10"
"9d560034-7a8e-42b3-8e09-af5a19bd0994","Microsoft.Observability.ASM.SDP/0.0.2"
"373e056f-770a-4f85-bc68-3ce880055f50","Microsoft.Azure.SDP.Standard/0.0.10"
"cd1c02f8-d7a7-46cc-b0fe-d45237c2cfb5","Microsoft.Azure.ADMS.Rollout/0.1.0"
"1e7bb5b7-18f7-4c77-995c-c38c366071bc","Microsoft.Azure.SDP.Standard/0.0.10"
"3b76e99a-1205-40c0-a6b2-a92a1282f69a","Microsoft.Azure.SDP.Standard/0.0.10"
"83322db8-f6be-4efa-aa26-690ed74cf7aa","Microsoft.Azure.SDP.Standard/0.0.10"
"6f92ce8f-8686-489d-b48e-afb685a2f224","Microsoft.Azure.SDP.Standard/0.0.10"
"c98980a1-716c-48c5-8705-74fe6ab1d659","Microsoft.Azure.SDP.Standard/0.0.9"
"815f24bb-68fc-48c1-8706-1592895cbf9a","OfficePySvcStageMap/0.0.10"
"7811bc67-be5d-4749-92d1-96552e17654c","Microsoft.Azure.SDP.Standard/0.0.10"
"5dce16ea-d6a8-4e1e-b295-d9c02cf1b5e9","Microsoft.Azure.SDP.Standard/0.0.10"
"a530b13b-1a59-4972-9243-c12e81f97848","Microsoft.CPX.DataProvider.ACPI.SDP/0.0.1"
"3b40c7b9-2af4-4391-8beb-cbe88ade1467","Microsoft.Azure.SDP.Standard/0.0.10"
"7810086e-0f1e-4fd0-9c39-73c0007fdd9c","Microsoft.Azure.SDP.Standard/0.0.10"
"b3d80a1d-962d-48ef-b690-85a1af1e0db2","Microsoft.Azure.SDP.Standard/0.0.10"
"a80a7ffd-9d14-4bc4-86f9-c89211fffc94","Microsoft.Azure.SDP.Standard/0.0.10"
"fda657c5-99a5-400d-9255-a576677a9d8a","Microsoft.Azure.SDP.Standard/0.0.10"
"c7141a94-b6f5-4b02-9d08-ee58088d0b2a","Microsoft.Azure.SDP.Standard/0.0.10"
"55d03132-b905-4208-a1f0-c5e957aa877d","ASC-PartnerTest1-StageMap/1.0.0.1"
"1a3ae8a9-3b97-43ec-9ce7-d48fdbc8aa7d","Microsoft.Azure.SDP.Standard/0.0.10"
"3b09d35a-b585-42f5-8a8b-e2845fb52ee0","Microsoft.Azure.SDP.Standard/0.0.10"
"67a9027e-3ff8-4708-9208-ea39ee48a601","Microsoft.Azure.SDP.Standard/0.0.10"
"b8b840c7-e09e-4491-835f-0430b92aa994","Microsoft.Azure.SDP.Standard/0.0.10"
"8620b6a0-b779-4df5-afce-813090953fbb","Microsoft.Azure.SDP.Standard/0.0.10"
"8f156f10-4836-490e-834a-933293f04d2f","Microsoft.Azure.SDP.Standard/0.0.10"
"038e5086-c14c-4612-87f6-6f87ad95fa17","Microsoft.Azure.SDP.Standard/0.0.9"
"2135cade-9113-49bd-9dbe-18e6fdeb1cff","Microsoft.Azure.SDP.Standard/0.0.10"
"a8741872-e748-4235-a898-1ce82713a726","Microsoft.Azure.SDP.Standard/0.0.10"
"43f6a9fe-4a39-427d-8aea-e195d836dcf0","Microsoft.Azure.SDP.Standard/0.0.10"
"7d29f63b-57fa-4f86-9084-8646c8cbe5a5","Microsoft.Azure.SDP.Standard/0.0.10"
"19abf6f1-5564-42d6-b2e0-0e2688bad59f","Microsoft.Azure.SDP.Standard/0.0.9"
"32a868e9-46c2-43b8-8753-a39f178ed0d9","Microsoft.Azure.SDP.Standard/0.0.10"
"11b7c267-e43c-4f49-84bc-49027418e859","Microsoft.Azure.SDP.Standard/0.0.10"
"a0c99606-70e4-4c1a-aa98-a7425db2af45","Microsoft.Azure.SDP.Standard/0.0.10"
"1fb39489-85e8-47e5-85c5-7dd5fa9227ce","Microsoft.Azure.SDP.Standard/0.0.10"
"8d1ccd77-956e-4899-bffa-9d71773a6dce","Microsoft.Azure.SDP.Standard/0.0.10"
"df7a4b24-a32c-49e8-b2eb-add33bc892e3","Microsoft.Azure.SDP.Standard/0.0.10"
"2c3c176b-f32c-46fb-92cd-8336c564241c","Microsoft.Azure.SDP.Standard/0.0.10"
"7313f16e-07d6-417a-8cee-66e24db36229","Microsoft.Azure.SDP.Standard/0.0.10"
"56888de1-86f6-4195-9c4d-3a399c8ce81d","Microsoft.Azure.SDP.Standard/0.0.10"
"d65439b9-cf64-451a-8abd-280f99d5e3ce","Microsoft.Azure.SDP.Standard/0.0.10"
"2e687aaf-b2e6-44cc-a50b-d61628c264a1","Microsoft.Azure.SDP.Standard/0.0.10"
"2a1595d2-04be-4c76-9dbe-b4e9a46ada6d","Microsoft.Azure.SDP.Standard/0.0.10"
"d345d3c8-8c06-4440-8969-2c95c1b05d2a","Microsoft.Azure.SDP.Standard/0.0.10"
