"ServiceId","ServiceGroup","RolloutID","BuildNumber","PreciseTimeStamp"
"NOT_AVAILABLE","AICP","6c0cba3b-f599-4c5b-8634-01240f21b7e0","20240722.2","2024-07-24T10:29:38.06826Z"
"01986c17-6738-4e42-9e47-178fa07c50d6","AICP","ed247e18-3de3-4046-a0d1-531bbd9e1bb0","1.0.02761.4574-official-136aae09","2024-07-24T11:40:07.566891Z"
"01986c17-6738-4e42-9e47-178fa07c50d6","AICP","8b8ac211-7e25-4121-aaaa-6cf19d95fe26","1.0.02761.4574-official-136aae09","2024-07-24T11:44:44.422444Z"
"01986c17-6738-4e42-9e47-178fa07c50d6","AICP","e03bf08a-fa02-414f-ae62-b38889df6ac5","1.0.02761.968","2024-07-24T11:45:09.087434Z"
"01986c17-6738-4e42-9e47-178fa07c50d6","AICP","20ea70e9-72cb-4bcb-af78-109e4414db23","1.0.02761.4574-official-136aae09","2024-07-24T11:46:07.342348Z"
"01986c17-6738-4e42-9e47-178fa07c50d6","AICP","9ef18206-ab39-4f04-8ada-c6b3b7f6e9fd","1.0.02761.4574-official-136aae09","2024-07-24T11:48:30.524873Z"
"01986c17-6738-4e42-9e47-178fa07c50d6","AICP","980d44f3-d9e2-4512-97fd-6dd5949b5b65","1.0.02761.4574-official-136aae09","2024-07-24T11:49:27.499636Z"
"01986c17-6738-4e42-9e47-178fa07c50d6","AICP","1320bbf4-cf6a-4bf6-9b67-13ce94486c6c","1.0.02761.4574-official-136aae09","2024-07-24T11:53:54.24498Z"
"01986c17-6738-4e42-9e47-178fa07c50d6","AICP","d8b351a1-e2a6-44ff-9bc5-9b409f722782","1.0.02761.4574-official-136aae09","2024-07-24T11:56:25.219476Z"
"01986c17-6738-4e42-9e47-178fa07c50d6","AICP","1fc18d47-6571-4817-88a9-45a07854a2b7","1.0.02761.4574-official-136aae09","2024-07-24T11:56:53.216806Z"
"01986c17-6738-4e42-9e47-178fa07c50d6","AICP","b0b30347-8ea9-4793-8d51-7f83b6d0c37f","1.0.02761.4574-official-136aae09","2024-07-24T11:58:02.253304Z"
"01986c17-6738-4e42-9e47-178fa07c50d6","AICP","9f057234-16bc-4b49-8086-18726e166214","1.0.02761.221","2024-07-24T12:06:14.460301Z"
"01986c17-6738-4e42-9e47-178fa07c50d6","AICP","6e81d6bf-e340-41e0-aa8c-a62a8730a2e4","1.0.02761.221","2024-07-24T12:06:32.462Z"
"01986c17-6738-4e42-9e47-178fa07c50d6","AICP","ea720543-1d98-4362-a974-08d013b5dc09","1.0.02761.968","2024-07-24T12:09:00.518547Z"
"01986c17-6738-4e42-9e47-178fa07c50d6","AICP","79b33891-cf0f-44a5-8deb-b72aba906603","1.0.02761.4574-official-136aae09","2024-07-24T12:20:41.099336Z"
"01986c17-6738-4e42-9e47-178fa07c50d6","AICP","592a7e43-d97a-4351-8ceb-036e02723e5c","1.0.02761.4574-official-136aae09","2024-07-24T12:24:06.416385Z"
"01986c17-6738-4e42-9e47-178fa07c50d6","AICP","2d7a32d1-7c8a-4cec-8fc9-fddeea8ba3ed","1.0.02761.4574-official-136aae09","2024-07-24T12:24:07.722467Z"
"01986c17-6738-4e42-9e47-178fa07c50d6","AICP","a9a63517-e9fd-4a59-894f-c77635581142","1.0.02761.4574-official-136aae09","2024-07-24T12:28:46.617763Z"
"01986c17-6738-4e42-9e47-178fa07c50d6","AICP","b429d393-70c9-4565-8ba6-4abcc1bef874","1.0.02761.4574-official-136aae09","2024-07-24T12:32:18.663992Z"
"01986c17-6738-4e42-9e47-178fa07c50d6","AICP","8cb2f329-0d5e-42cb-b437-0bcb6a385bea","1.0.02761.4574-official-136aae09","2024-07-24T12:36:25.175384Z"
"NOT_AVAILABLE","AICP","66aad673-5841-44ad-ad35-3dabc770eb2d","20240724.1_uvsretrieval · master (pda) · master (uvs)","2024-07-24T13:02:59.538811Z"
"82b9a1cf-bbe3-488b-bdf9-fee717fa393a","AICP","62b4b428-07d2-405b-a445-72bdd223195b","20240724.1","2024-07-24T13:13:27.084825Z"
"01986c17-6738-4e42-9e47-178fa07c50d6","AICP","f7a54bdd-9e67-4b2c-9da8-52b735a0c540","20240724.1_uvsretrieval · master (pda) · master (uvs)","2024-07-24T13:21:10.25167Z"
