"VirtualEnvironment","isSDPEnforced"
"spatialplatform-ppe-dub01","false"
"siriusappliancebm-prod-ams07p","false"
"o365adcanpr01a002yqx-prod-qb1p","false"
"yqb21prdapp02-aznodes-prod-qb1p","false"
"o365adcanpr01a008yqx-prod-qb1p","false"
"o365mafeprdmgt01yqb-prod-qb1p","false"
"yq1prdapp31-aznodes-prod-qb1p","false"
"ags-int-qb1p","false"
"yq1prdapp25-aznodes-prod-qb1p","false"
"edge-prod-chgr9a","false"
"akvkmspeca1-prod-qb1p","false"
"dsmst3-prod-qb1p","false"
"qas-prod-qb1p","false"
"o365adnamp136mwh-prod-mw1p","false"
"cosmos09analytics-prod-mw1p","false"
"o365adnampr17a008mwh-prod-mw1p","false"
"onebingunallocated-prod-bn2","false"
"garnetcache-test-bn2","false"
"mtprime-prod-bn2","false"
"indexservelocalranking1-prod-bn2","false"
"cabosarva04-test-bn2","false"
"onedrivecloudtest-prod-bn2","false"
"piqrankingsingleboxtest-dev-sn2","false"
"ustazurerunbook-int-sn2","false"
"aadlcmamitlal-dev-sn2","false"
"aadtermsofuseamitlal-dev-sn2","false"
"serverpool-sn2","false"
"wac12-test-sn2","false"
"wac13-test-sn2","false"
"ustrisk3pmre-int-sn2","false"
"snigdhtest1-dev-sn2","false"
"applinkazap-prod-sn2","false"
"hippta1namscus-ppe-sn2","false"
"aadlcmaho-dev-sn2","false"
"xboxprsdeimos-prod-dsme01","false"
"injectionmanager-bcp-dsme01","false"
"realtimepipeline-prod-dsme01","false"
"xboxrealtimeactivityconnsrv7-prod-dsme01","false"
"xboxusertrust-prod-dsme01","false"
"xboxtrendingv2-ppe-dsme01","false"
"xboxrealtimeactivityconnsrv4-prod-dsme01","false"
"xboxrealtimeactivityconnsrv6-prod-dsme01","false"
"mapsdirections3-test-dsme01","false"
"xboxinstallwhenavailable-prod-dsme01","false"
"saratoga1-prod-dsme01","false"
"xboxactivityhub-ppe-dsme01","false"
"edsvideoshim-ppe-dsme01","false"
"xboxprofile-prod-dsme01","false"
"piq-sandbox-dsme01","false"
"xboxsocialgraph-prod-dsme01","false"
"bingdex-prod-dsme01","false"
"tazawebweekly-int-dsme01","false"
"xboxprsphobos-prod-dsme01","false"
"xboxxcert-prod-dsme01","false"
"xboxhcp-prod-dsme01","false"
"xboxxpriv2-prod-dsme01","false"
"xboxxus2-prod-dsme01","false"
"xboxxgrant-prod-dsme01","false"
"xboxxlensxingest-prod-dsme01","false"
"realtime-prod-dsme01","false"
"bperf-prod-dsme01","false"
"bingxpingeap-prod-dsme01","false"
"xboxxrs-prod-dsme01","false"
"xboxxair-prod-dsme01","false"
"xboxparty-prod-dsme01","false"
"xboxclubanalytics-prod-dsme01","false"
"realtimetools-prod-dsme01","false"
"wrapstar-prod-dsme01","false"
"xboxdevtoolbox-ppe-dsme01","false"
"edgevpn08-dev-dsme01","false"
"xpingpluseap-int-dsme01","false"
"webmaster-prod-dsme01","false"
"wrapstarcopilot-int-dsme01","false"
"xboxxlensproxy-ppe-dsme01","false"
"dds-prod-dsme01","false"
"xboxpartynow-prod-dsme01","false"
"xboxprivatecatalog-prod-dsme01","false"
"xboxxass-prod-dsme01","false"
"xboxxmms-prod-dsme01","false"
"realtimenewsimageips2-prod-dsme01","false"
"webcrawling2eap-int-dsme01","false"
"xboxeditorial-prod-dsme01","false"
"xboxxlensbisearch-prod-dsme01","false"
"xboxfpcs-prod-dsme01","false"
"xboxxasa-prod-dsme01","false"
"pdpprodjpwtestslicepe002-prod-os1p","false"
"aadsfsfcussu01cusaz1-prod-dsm03p","false"
"edge-prod-dm4r9zc","false"
"ceg_azurecompute-azdeployer_zerotouch_test-ve","false"
"edge-prod-msp31r5d","false"
"cosmos-cosmos14-prod-cy2-ve","false"
"dsts-dev-mw1","false"
"cosmos-resourcemanagement-canary-ve","false"
"imageigschedulers-prod-mw1","false"
"ustrisk3pmre-ppe-mw1","false"
"mtprimecluster3-prod-mw1","false"
"cosmos09-prod-mw1","false"
"adqp-prod-mwhe01","false"
"autopilot-dcmxdata-qualification-ve","true"
"ceg_azurecsi-csi-firmware-qualification-ve","true"
"plannedmaintenance-prod-mil02p","false"
"siriusappliancebm-prod-mil02p","false"
"recomultibgazap-prod-lone01","false"
"o365bepfswep280gv3m365coral-prod-gvx01p","false"
"o365adcanp288a001yt2-prod-yto01p","false"
"plannedmaintenance-prod-yto01p","false"
"o365adcanprd01yt2-prod-yto01p","false"
"o365adnampr07a012ia0-prod-blz03p","false"
"o365adnampr17a003bl4-prod-blz03p","false"
"o365adnampr17a013ia0-prod-blz03p","false"
"substrateunallocated-prod-zrh01p","false"
"estsrcinaz3001-prod-pnq22p","false"
"auh20prdstr02-aznodes-prod-auh01p","false"
"auh20prdapp09-aznodes-prod-auh01p","false"
"o365camgt3eapprdmgt01cp5-prod-cpq01p","false"
"cpq20prdstr05-aznodes-prod-cpq01p","false"
"cq2prdstr05-aznodes-prod-cpq01p","false"
"coreuxlogpme-prod-dub01","false"
"onebingunallocated-prod-dub01","false"
"cbn09prdapp09-aznodes-prod-cbn03c","false"
"eap-canary-cbn03c","false"
"plannedmaintenance-ppe-cbn03c","false"
"cbn09prdapp03-aznodes-prod-cbn03c","false"
"machinetranslationeap-prod-mwhe02","false"
"portaldevices-test-mwhe02","false"
"portalvert3-test-mwhe02","false"
"serverpool-cy4","false"
"cosmoscicd01-ppe-cy4","false"
"cosmosdecommission-test-cy4","false"
"mshingote4-test-cy4","false"
"cosmos14-prod-cy4","false"
"dgstripe-prod-cy4","false"
"cdm05prdstr01-aznodes-prod-cdm01p","false"
"akvkmspcnyc2-prod-cdm01p","false"
"sdnappliancebm-prod-dsm03p","false"
"ceg_afd-ve_baymax_test-ve","false"
"edge-prod-msp31r5b","false"
"fra25prdapp09-aznodes-prod-fra02p","false"
"network-prod-sel01p","false"
"qci16-sandbox-dm3","false"
"qci08-sandbox-dm3","false"
"acceptance-test-dm3","false"
"onebingunallocated-prod-dm3","false"
"applinkazap-dev-dm3","false"
"wac7-test-sn2","false"
"xmoneapv2-prodv3-sn2","false"
"idcaznet2-test-sn2","false"
"acceptance-test-sn2","false"
"aadlcmvibatra-dev-sn2","false"
"qs10agents-prod-sn2","false"
"dsts-dev-sn2","false"
"ustrisk3pprime-prod-sn2","false"
"asimoveventforwarder-sandbox-sn2","false"
"aadlcmramurug-dev-sn2","false"
"aadlcmcojoh-dev-sn2","false"
"aadlcmwezhou-dev-sn2","false"
"wac25-test-sn2","false"
"ustrisk3pmre-prod-sn2","false"
"wac8-test-sn2","false"
"saasmicropartition2-dev-ch01","false"
"saasmicropartition4-dev-ch01","false"
"mfacappprodeusphoneapp001-prod-bl2p","false"
"armadaxkulfi-test-bl2p","false"
"spgls002i000-test-bl2p","false"
"o365beeapnamprd00bl0-ppe-bl2p","false"
"aadsfhybrid1useus-prod-bl2p","false"
"bl2prdstev25b-test-bl2p","false"
"afdcontrolplaneeapv2runners-int-bl2p","false"
"bl2prdstev07a-test-bl2p","false"
"edge-prod-bl2r5d","false"
"icp-prod-bl2p","false"
"estseusaz1fd124001-prod-bl2p","false"
"aadsfsfeuseus-prod-bl2p","false"
"bl5prdapp41-aznodes-prod-bl2p","false"
"bl4prdapp09-aznodes-prod-bl2p","false"
"bl2prdapp21-aznodes-prod-bl2p","false"
"bl5prdapp07-aznodes-prod-bl2p","false"
"o365beeapnamprd00sn6m365coral-ppe-sn01p","false"
"adsluxbroker-prod-hkg01","false"
"mtprime-prod-hkg01","false"
"indexserverankingapc-prod-hkg01","false"
"fpgaappliances10-prod-hkg01","false"
"adsactagents1-prod-hkg01","false"
"cw1prdstr12-aznodes-prod-cw2p","false"
"afdfolderbuilder-prod-bl2p","false"
"nyenduritest-test-cy2test02","false"
"osimagegoalstate3-test-cy2test02","false"
"osimagegoalstate1-test-cy2test02","false"
"zhananzou-dev-cy2test02","false"
"serverpool-cy2test02","false"
"apdepl3-test-cy2test02","false"
"autoscale2-test-cy2test02","false"
"sunilkon01-dev-cy2test02","false"
"pfzonalscalesimulatorenvggs2gg3-test-cy2test02","false"
"trackertest07-test-cy2test02","false"
"madhutest-dev-cy2test02","false"
"madhutest2-dev-cy2test02","false"
"honeycombcontainers","false"
"pfzonalscalesimulatorenvggs2gg2-test-cy2test02","false"
"azhasdemo-dev-cy2test02","false"
"pfzonalscalesimulatorenvggs2gg4-test-cy2test02","false"
"chidambarams-test-cy2test02","false"
"agcsimulator-dev-cy2test02","false"
"hmrpr4-test-cy2test02","false"
"autopilot-maintenancestaging-ve","false"
"o365adnamp132sj1-prod-by01p","false"
"o365fenamp157sj1-prod-by01p","false"
"o365fenamp197sj1-prod-by01p","false"
"o365fenamp166sj1-prod-by01p","false"
"iad11prdstp01-aznodes-prod-blz08p","false"
"o365adapcpr03a001hk0-prod-hk2p","false"
"mad01prdapp07-aznodes-prod-mad02p","false"
"asgardcoreaustraliac20042-prod-cbr02p","false"
"pn1prdstr10-aznodes-prod-pn1p","false"
"pnq21prdgpz02-aznodes-prod-pn1p","false"
"pnq21prdgpc02-aznodes-prod-pn1p","false"
"swan-prod-pn1p","false"
"aether-dev-bn01","false"
"ipcbulkoperations-dev-bn01","false"
"adhsdogfoodcweusslice001-test-bn01","false"
"scaffoldemea-prod-bn01","false"
"adsscpevents-prod-bn01","false"
"mfaaswprodwus-prod-by3p","false"
"aadlcm002-prod-by3p","false"
"rdspubwuslz1fd124001-prod-by3p","false"
"rdspubwuslz2fd010001-prod-by3p","false"
"dwspubwusby1r2-prod-by3p","false"
"hardwarehealthservice-prod-by3p","false"
"pnq21prdapp29-aznodes-prod-pn1p","false"
"o365adnampr06a900si2-prod-sin01p","false"
"o365apc153weve-prod-sin01p","false"
"o365apc153cse-prod-sin01p","false"
"o365apc153cortana-prod-sin01p","false"
"o365apc153onedrive-prod-sin01p","false"
"o365apc153ahcore-prod-sin01p","false"
"pasprodseaametestslicepe002-prod-sin01p","false"
"o365apc153ipg-prod-sin01p","false"
"o365adnamp104gv1-prod-gvx02p","false"
"dpxpubsecaz2fd035001-prod-gvx02p","false"
"dkdsswedenc-prod-gvx02p","false"
"o365bepfswep280gvzconnectors-prod-gvx02p","false"
"saspubsecaz2fd010001-prod-gvx02p","false"
"tpe20prdapp02-aznodes-prod-tpe01p","false"
"mpdspdo-prod-hkge01","false"
"satorigraphserveb-prod-hkge01","false"
"adssnr2-prod-hkge01","false"
"sat11prdgpc04-aznodes-prod-sat02p","false"
"sat09prdstr04-aznodes-prod-sat02p","false"
"sat10prdgpc06-aznodes-prod-sat02p","false"
"sat09prdstr08-aznodes-prod-sat02p","false"
"o365feeurp121pa4-prod-par01p","false"
"o365adfrap264a005pay-prod-par01p","false"
"o365adeurp195a005pa4-prod-par01p","false"
"cw1prdapp02-aznodes-prod-cw2p","false"
"cw1prdapp35-aznodes-prod-cw2p","false"
"cwl21prdstr02-aznodes-prod-cw2p","false"
"wacproductionguk2-prod-cw2p","false"
"cw1prdapp21-aznodes-prod-cw2p","false"
"cw1prdstr13-aznodes-prod-cw2p","false"
"afsenterprisesc-prod-cw2p","false"
"objectstorebing-prod-hkg01","false"
"indexserveselectionapc-prod-hkg01","false"
"adsss1-prod-hkg01","false"
"adsmediationsnr-prod-hkg01","false"
"adsds-prod-hkg01","false"
"psi-prod-bl6p","false"
"heimdall-prod-bl6p","false"
"dpxpubeusaz1fd046002-prod-bl6p","false"
"gamestreamingxbox-prod-bl6p","false"
"serverpool-bl6p","false"
"bl6prdstr12-aznodes-prod-bl6p","false"
"o365fra264connectors-prod-db5p","false"
"o365eur138ip-prod-db5p","false"
"o365adprdmgt01he1-prod-db5p","false"
"o365adeurp189a005he1-prod-db5p","false"
"o365eur175qas-prod-db5p","false"
"o365eur193insights-prod-db5p","false"
"o365adeurpr07a001he1-prod-db5p","false"
"o365fra264cortana-prod-db5p","false"
"o365adeurp189vi1-prod-db5p","false"
"o365adeurpr02a009vi1-prod-db5p","false"
"estsneulr2az1fd079001-prod-db3p","false"
"o365eur08insights-prod-db3p","false"
"o365eur09onedrive-prod-db3p","false"
"estsneulr1az1fd000test2-test-db3p","false"
"o365eur06tee-prod-db3p","false"
"o365eur119tee-prod-db3p","false"
"estsneulr1az1fd006001-prod-db3p","false"
"o365adeurpr07a013db8-prod-db3p","false"
"igantf002-prod-db3p","false"
"o365eur03griffinb2-prod-db3p","false"
"o365eur06m365coral-prod-db3p","false"
"o365eur122-prod-db3p","false"
"o365eur01ipg-prod-db3p","false"
"o365eur06pr-prod-db3p","false"
"o365eur03connectors-prod-db3p","false"
"cvl03prdstf01-aznodes-prod-cvl04p","false"
"afssovereign-ppe-bn3p","false"
"bn1prdapp01-aznodes-prod-bn3p","false"
"bn3prdapp01-aznodes-prod-bn3p","false"
"bz7prdgpc02-aznodes-prod-bn3p","false"
"reviewdaemon-test-bn3p","false"
"o365adeapswep280gv11-prod-gvx02p","false"
"asg_o365-ipb2-prod-ve","false"
"qas-prod-mrs01p","false"
"iad02prdstr14-aznodes-prod-iad10p","false"
"iad02prdapp34-aznodes-prod-iad10p","false"
"jnb22prdsdf04-aznodes-prod-jnb02p","false"
"jnb25prdapp02-aznodes-prod-jnb02p","false"
"jnb22prdapp18-aznodes-prod-jnb02p","false"
"aadgamsp-prod-am3p","false"
"aadgdwcp-prod-fra03p","false"
"azcp-prod-fra03p","false"
"fra26prdstp01-aznodes-prod-fra03p","false"
"trafficshaping-mpdsptrafficshaping-prod-ve","false"
"ceg_afd-ve_edge_test-ve","false"
"bingmaps-platform_eap-ve","false"
"asg_bingexplse-primedns-test-ve","false"
"coreux-ceto-test-ve","false"
"theedge-baymax-prod-ve","false"
"adsbi-adsdataazsc-test-sate01-tooling-ve","false"
"bingdataservices-mttitanhistogram_prod-ve","false"
"wdp-incselworkeronly-int-ve","false"
"kst-mkgse-ve","false"
"bingdataservices-mttitanapsat_prod-ve","false"
"autopilot-autopilotclient-k8s-aplinux-test-ve","false"
"mee-portal-ppe-ve","false"
"asg_mtp-mttitan_secrets-ve","false"
"mediaservices-overrides-ppe-ve","false"
"autopilot-pfzonalscalesimcommon-ve-0-ve","false"
"indexserve-weeklyintmm-ve","false"
"azurenetworking-eap-canary-ve","false"
"adsbi-adsmzazsc-prod-sate01-cacfr-ve","false"
"adsbi-adsmzazsc-test-sate01-cfr-ve","false"
"coreux-coreuxlinuxmonitoring-ve","false"
"adsbi-adsmzazsc-test-sate01-mediation-ve","false"
"adsbi-adsmzazsc-prod-sate01-monetization-ve","false"
"indexserve-prodmgmt-ve","false"
"adlunallocated-prod-mwh01","false"
"xbox-xach-ve","false"
"aaddsv2jumutahilatestwus-test-mwh01","false"
"indexserve-prodcaptions-ve","false"
"xbox-xboxcore-prod-ve","false"
"adsbi-adsmzazsc-test-sate01-monetization-ve","false"
"cosmos-extentnode-ve","false"
"cosmos-resourcemanagement-ve","false"
"aaddsv2vaivanovlatestwus-test-mwh01","false"
"autopilot-ravitan-test2-ve","false"
"aaddsv2latestwus-test-mwh01","false"
"aaddsv2raymondlatestwus-test-mwh01","false"
"aaddsv2rohamblatestwus-test-mwh01","false"
"indexserve-prodcaptionsapc-ve","false"
"xbox-xlensxreflect-ve","false"
"userlocation-locationcollection-prod-ve","false"
"asg_mtp-yarn_int-ve","false"
"bingdataservices-titanmonitoragent_prod-ve","false"
"adsbi-adsmzazsc-prod-bnze01-agoraaggs-ve","false"
"aaddsv2mwakahelatestwus-test-mwh01","false"
"aether-backend-prod-ve","false"
"xbox-xpriv-ve","false"
"bingmultimedia-contentmoderation-prod-ve","false"
"serverpool-mwh01","false"
"objectstore-test-ve","false"
"aaddsv2chngangalatestwus-test-mwh01","false"
"adsbi-adssiphonv2-int-bnze01-dri-ve","false"
"adsbi-adsmzazsc-prod-bnze01-mzorchestration-ve","false"
"asg_bingexplse-bingfeedbackv2-prod-ve","false"
"xbox-multiplayeractivity-ppe-ve","false"
"aaddsv2markwlatestwus-test-mwh01","false"
"cosmos-store-ve","false"
"ceg_azureidentity-ipc_riskwebapi_dev-ve","false"
"air_bingads-adsclickhouseadvbi-linux-prodmwhe01-ve","false"
"wdg_xbox-gamemedia-cdc-ve","false"
"mediaservices-overrides-prod-ve","false"
"mediaservices-cloudcollection-prod-ve","false"
"xbox-party-ve","false"
"bingdataservices-mttitanck2_chie01-linux-ve","false"
"adsbi-adsdataazsc-prod-bnze01-subjectareas-ve","false"
"aaddsv2martinlatestwus-test-mwh01","false"
"xflow-service-xflow-ppe-ve","false"
"xflow-service-xflow-prod-ve","false"
"acceptance-test-mwh01","false"
"bingdataservices-mtttitan_gen7_mount_ssd-ve","false"
"xbox-privatecatalog-ppe-ve","false"
"xbox-profile-ve","false"
"indexserve-weeklyintmgmt-ve","false"
"asg_crawl-crawldev-ve","false"
"adsbi-adsmzazsc-test-sate01-domino-ve","false"
"dcpowercapping-test-mwh01","false"
"coreux-coreux-experimentationeap-ve","false"
"indexserve-indexservetest-ve","false"
"adsbi-adssiphonv2-prod-puse01-eventserver-ve","false"
"onedrive-onedrivecloudtest-prod-bn2-ve","false"
"ceg_cloudes-genevaagent-ve","false"
"bingdataservices-mttitanzk13_bcp-ve","false"
"bingdataservices-mttitanedge3p_bcp-ve","false"
"wdp-dynamiccrawldci-eapint-ve","false"
"bingmultimedia-ips-offline-ppe-ve","false"
"indexserve-prodcacheapc-ve","false"
"air_aicore-ads-scp-ve","false"
"bingdataservices-mttitanmsbbe_dube01-linux-ve","false"
"ceg_azurecompute-confidentialcomputing-ve","false"
"adsbi-adssiphonv2-int-dube01-eventserver-ve","false"
"ceg_azureidentity-ipc_ipcgraph_dev-ve","false"
"xbox-constellation-services-devnet-ve","false"
"xbox-realtimeactivityconnsrv-ve","false"
"xpert-sqextension-preview-ve","false"
"ceg_azureidentity-adhs-dogfood-ve","false"
"adsde-pegasusrestsvc-ve","false"
"aaddsv2stmwongelatestwus-test-mwh01","false"
"ceg_azureidentity-fis-ve","false"
"aaddsv2janyamulatestwus-test-mwh01","false"
"o365bepfswep280gv3insights-prod-gvx01p","false"
"saspubsecaz1fd116001-prod-gvx01p","false"
"dpxpubsecaz1fd321001-prod-gvx01p","false"
"rdspubsecsecr5-prod-gvx01p","false"
"dpxpubsecaz1fd006001-prod-gvx01p","false"
"saspubsecaz1fd321001-prod-gvx01p","false"
"o365adnampr19a006bn6-prod-bn02p","false"
"o365adnampr00a002bn6-ppe-bn02p","false"
"o365beeapnamprd05bn0todo-prod-bn02p","false"
"o365fenamp104bn7-prod-bn02p","false"
"o365fenamp156bn6-prod-bn02p","false"
"o365adnamp100a001bn7-prod-bn02p","false"
"o365adnamp162bn6-prod-bn02p","false"
"o365adnampr18a005bn6-prod-bn02p","false"
"o365adnamp159bn6-prod-bn02p","false"
"o365adnamp163a001bn6-prod-bn02p","false"
"o365adnamp167a001bn7-prod-bn02p","false"
"o365adnamp101a001bn6-prod-bn02p","false"
"o365beeapnamprd05bn0microsvc-prod-bn02p","false"
"o365adnamprd85bn7-prod-bn02p","false"
"o365fenamp161bn6-prod-bn02p","false"
"o365adnampr12a005bn6-prod-bn02p","false"
"o365adnamp167bn6-prod-bn02p","false"
"o365fenamp197bn6-prod-bn02p","false"
"o365adnampr06a001bn6-prod-bn02p","false"
"o365adnamp161a001bn6-prod-bn02p","false"
"mapsautosuggestqas-prod-hkge01","false"
"adsscpevents-prod-hkge01","false"
"adsps-prod-hkge01","false"
"indexservedlmodelserve2-prod-hkge01","false"
"mapsdirections-prod-hkge01","false"
"indexserveselectionads10-prod-hkge01","false"
"docentitylinkingazsc-prod-hkge01","false"
"adssnrselection2-prod-hkge01","false"
"adssnrselection1-prod-hkge01","false"
"bingxpingeap-test-hkge01","false"
"bingxpingeap-prod-hkge01","false"
"indexservedlmodelserve-prod-hkge01","false"
"mtkafkamulti-prod-hkge01","false"
"familyursp-prod-hkge01","false"
"adspasnr2-prod-hkge01","false"
"mtprime-prod-hkge01","false"
"o365adeurprd10gv1-prod-gvx01p","false"
"aadgsecgv4-prod-gvx01p","false"
"saspubsecaz1fd072001-prod-gvx01p","false"
"awspubsecsecsmoke-prod-gvx01p","false"
"rlspubsecsmoke-prod-gvx01p","false"
"dwspubsecsecsmoke-prod-gvx01p","false"
"rdspubsecaz1fd051001-prod-gvx01p","false"
"aadgsecrv4-prod-gvx01p","false"
"o365adlampr80a002sc1-prod-rio01p","false"
"mpdspdcat-ppe-bnze01","false"
"mpdspdo-prod-bnze01","false"
"xboxdataplatformconfig-prod-bnze01","false"
"xboxvitals0-prod-bnze01","false"
"xboxxpriv-dev-bnze01","false"
"xboxsettings-prod-bnze01","false"
"xboxclubs-prod-bnze01","false"
"xboxclubs-ppe-bnze01","false"
"xboxxsts3validation-prod-bnze01","false"
"mpocfulfillment-prod-bnze01","false"
"mtprimecluster0a-prod-bnze01","false"
"indexserveplatinumexp-prod-bnze01","false"
"bingxpingeap1-prod-bnze01","false"
"adsadvclickhouse-ppe-bnze01","false"
"webdataobjectstorecontainer-prod-bnze01","false"
"adsluxclickhousepme-int-bnze01","false"
"xboxgamepassportal-dev-bnze01","false"
"xboxxsts3-dev-bnze01","false"
"adssnrgen8-test-bnze01","false"
"xboxactivityfeed-prod-bnze01","false"
"xboxrevocation-dev-bnze01","false"
"xboxpkimanagement-dev-bnze01","false"
"xboxpeoplehub-prod-bnze01","false"
"xboxxorc-dev-bnze01","false"
"xboxfpcs-prod-bnze01","false"
"wns2-ppe-bnze01","false"
"adsfdxping-prod-bnze01","false"
"piqusdataorchestration-prod-bnze01","false"
"adssiphonv2-prod-bnze01","false"
"adsdataplatform01-ppe-bnze01","false"
"recomultibgazap-prod-bnze01","false"
"xboxxmod-prod-bnze01","false"
"piq-ppe-bnze01","false"
"adspasnr3emea-prod-bnze01","false"
"adsaimsnr1-prod-bnze01","false"
"arulazsc-int-bnze01","false"
"adsutilitiesfastbi03-prod-bnze01","false"
"arulazsc-prod-bnze01","false"
"indexservelocalrankingapc10-prod-bnze01","false"
"xboxflightcontent-prod-bnze01","false"
"yarneapbesteffort3-prod-bnze01","false"
"webcrawlingschedulereap-bcp-bnze01","false"
"xboxxcow-dev-bnze01","false"
"yarneapbesteffort2-prod-bnze01","false"
"xboxmxaz-prod-bnze01","false"
"xboxxpro-prod-bnze01","false"
"musicmatch-prod-bnze01","false"
"xboxprsphobos-prod-bnze01","false"
"satorigraphservea-prod-bnze01","false"
"xboxxms-prod-bnze01","false"
"xboxgamepasshouseholdservice-dev-bnze01","false"
"portalshadow-prod-bnze01","false"
"adspasnr1-prod-bnze01","false"
"phx70prdstr10-aznodes-prod-phx02p","false"
"phx70prdgpz12-aznodes-prod-phx02p","false"
"phx70prdapp32-aznodes-prod-phx02p","false"
"phx70prdapp20-aznodes-prod-phx02p","false"
"phx70prdapp41-aznodes-prod-phx02p","false"
"phx70prdapp40-aznodes-prod-phx02p","false"
"phx70prdstp01-aznodes-prod-phx02p","false"
"phx70prdapp46-aznodes-prod-phx02p","false"
"phx70prdapp21-aznodes-prod-phx02p","false"
"phx70prdapp45-aznodes-prod-phx02p","false"
"phx70prdapp17-aznodes-prod-phx02p","false"
"phx70prdapp19-aznodes-prod-phx02p","false"
"am3prdapp10-aznodes-prod-am3p","false"
"gvz02prdstp01-aznodes-prod-gvx01p","false"
"gvx01prdsdf01-aznodes-prod-gvx01p","false"
"o365nam136connectors-prod-dm2p","false"
"dub14prdapp37-aznodes-prod-dub07p","false"
"portalidc3-test-mwhe02","false"
"portalhome-test-mwhe02","false"
"xboxinfratest-prod-mwhe02","false"
"pdpprodeu2cproductionptaz3-prod-bnz02c","false"
"ceg_azureidentity-pas_ppe_changes-ve","false"
"familyservicecanaryp-prod-cyse01","false"
"cloudcollection-ppe-cyse01","false"
"xaptools-prod-cyse01","false"
"gvx01prdgpc09-aznodes-prod-gvx01p","false"
"gvx01prdgpz02-aznodes-prod-gvx01p","false"
"gvx01prdgpc17-aznodes-prod-gvx01p","false"
"gvx01prdgpz01-aznodes-prod-gvx01p","false"
"gvz02prdapp04-aznodes-prod-gvx01p","false"
"gvx01prdgpc22-aznodes-prod-gvx01p","false"
"asgardcoreuseast2euap3013-prod-bnz02c","false"
"o365fetinnamprd04dm21-prod-dsm03p","false"
"dsm11prdapp33-aznodes-prod-dsm06p","false"
"mapsedgetfenvi-int-bjs01","false"
"mapsedgetfenvi-test-bjs01","false"
"estsscuslz3fd024001-prod-sn3p","false"
"estsscuslz2fd054001-prod-sn3p","false"
"ocsproductionus3a-prod-sn3p","false"
"sn4prdgpz04-aznodes-prod-sn3p","false"
"o365adapcpr06a001hk0-prod-hk2p","false"
"o365fetinapcprd02hk11-prod-hk2p","false"
"o365adapcpr04a002hk0-prod-hk2p","false"
"o365adapcpr02a006hk0-prod-hk2p","false"
"o365adprdmgt01mrw-prod-mrs01p","false"
"pasbleubootstrapfrsproductionpe002-prod-mrs01p","false"
"pasbleubootstrapfrstestslicepe002-prod-mrs01p","false"
"edgevpn09-dev-bldev01","false"
"autopilot-test-bldev01","false"
"estsweulr1az1fd026001-prod-am4p","false"
"msiprodweusliceaaz1pe002-prod-am4p","false"
"o365bepfnamprd06ch6onedrive-prod-chi02p","false"
"o365adlamp152a004scy-prod-rio01p","false"
"adsactagents2-prod-bn01","false"
"mmserveranking10-prod-bn01","false"
"knowledgeserve-int-bn01","false"
"adscbs2-prod-bn01","false"
"mtprimezk-prod-bn01","false"
"o365adlamp152a010scz-prod-rio01p","false"
"osa22prdstp01-aznodes-prod-os1p","false"
"o365adprdmgt01osa-prod-os1p","false"
"o365adjpnp286a009oss-prod-os1p","false"
"o365adnampr04a900osa-prod-os1p","false"
"saspubjpwlr2lz3fd551001-prod-os1p","false"
"edge-prod-osa22r9c","false"
"osa21prdstr01-aznodes-prod-os1p","false"
"msaeapwus3key023-prod-phx01p","false"
"o365adnampr06a900osa-prod-os1p","false"
"aadsfhybrid4jpjpw-prod-os1p","false"
"aadsfxt2jpjpw-prod-os1p","false"
"tip-test-os1p","false"
"azapunallocated-prod-os1p","false"
"edge-prod-osa30r9a","false"
"iamuxprodjpw-prod-os1p","false"
"o365jpn301connectors-prod-os1p","false"
"pfzonalscalesimulatorenvggs2gg65-test-ch1b","false"
"pfzonalscalesimulatorenvggs4gg7-test-ch1b","false"
"pfzonalscalesimulatorenvggs1gg47-test-ch1b","false"
"pfzonalscalesimulatorenvggs2gg3-test-ch1b","false"
"pfzonalscalesimulatorenvggs2gg26-test-ch1b","false"
"pfzonalscalesimulatorenvggs5gg53-test-ch1b","false"
"pfzonalscalesimulatorenvggs2gg11-test-ch1b","false"
"pfzonalscalesimulatorenvggs1gg45-test-ch1b","false"
"pfzonalscalesimulatorenvggs4gg76-test-ch1b","false"
"pfzonalscalesimulatorenvggs4gg88-test-ch1b","false"
"pfzonalscalesimulatorenvggs2gg54-test-ch1b","false"
"pfzonalscalesimulatorenvggs2gg12-test-ch1b","false"
"pfzonalscalesimulatorenvggs5gg23-test-ch1b","false"
"pfzonalscalesimulatorenvggs1gg84-test-ch1b","false"
"pfzonalscalesimulatorenvggs1gg79-test-ch1b","false"
"pfzonalscalesimulatorenvggs4gg81-test-ch1b","false"
"pfzonalscalesimulatorenvggs4gg89-test-ch1b","false"
"pfzonalscalesimulatorenvggs1gg91-test-ch1b","false"
"pfzonalscalesimulatorenvggs5gg80-test-ch1b","false"
"pfzonalscalesimulatorenvggs3gg1-test-ch1b","false"
"pfzonalscalesimulatorenvggs3gg9-test-ch1b","false"
"pfzonalscalesimulatorenvggs2gg45-test-ch1b","false"
"pfzonalscalesimulatorenvggs3gg15-test-ch1b","false"
"pfzonalscalesimulatorenvggs1gg51-test-ch1b","false"
"pfzonalscalesimulatorenvggs1gg29-test-ch1b","false"
